207,393
328,611
330,624
107,622
346,823
156,619
575,1142
193,347
659,1330
597,1180
118,556
400,770
369,576
549,1085
222,445
583,1145
516,957
107,378
111,669
190,324
110,223
129,365
180,534
394,704
489,973
595,1165
320,608
415,802
177,385
208,413
205,499
419,848
324,665
610,1233
402,780
335,654
206,412
183,346
543,1081
498,959
355,735
608,1175
108,642
332,686
628,1255
382,727
301,696
531,987
116,411
101,530
238,449
666,1350
373,702
186,340
498,1072
698,1356
243,395
376,723
365,727
534,1052
579,1147
169,532
334,584
221,670
628,1274
348,697
460,967
325,631
316,630
604,1209
244,507
375,746
425,625
365,725
191,378
497,979
221,403
191,396
120,238
352,665
677,808
405,782
203,393
135,525
290,591
627,1234
595,1184
205,410
246,492
344,1054
560,1151
111,381
562,1127
333,667
109,596
163,339
198,314
313,613
103,578
247,443
605,1167
380,732
502,989
549,1076
115,522
205,410
413,675
417,803
394,775
483,974
382,751
470,952
513,1046
180,365
110,629
200,645
392,768
223,460
353,700
473,958
186,502
193,387
347,695
114,555
420,813
294,562
376,795
361,711
198,392
325,670
187,365
250,494
331,669
284,568
205,390
375,761
348,765
525,1066
200,388
518,1035
306,637
167,387
197,560
335,694
314,612
171,341
397,770
348,692
453,909
102,533
657,1378
179,369
158,384
171,334
716,1330
189,378
665,1379
281,566
510,1027
573,681
453,788
101,481
291,563
360,790
342,668
199,387
562,1121
261,507
163,346
476,1020
363,728
582,1163
408,824
602,1170
382,784
114,646
375,737
354,699
199,589
613,1275
298,630
546,1150
629,1260
101,665
579,1173
304,597
120,351
195,381
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
